Cust_ID,Target, Age ,Gender, Balance ,Occupation,No_OF_CR_TXNS,AGE_BKT
C3220,0,34,M,27319.14,SELF-EMP,13,31-35
C3221,0,48,M,88129.73,SELF-EMP,13,46-50
C3222,0,33,M,386834.35,SELF-EMP,5,31-35
C3223,0,31,M,398219.05,SELF-EMP,12,31-35
C3224,0,46,M,309541.05,SAL,10,46-50
C3225,0,41,M,234174.82,,0,41-45
C3226,0,29,M,176284.07,SAL,9,26-30
C3227,0,31,M,143078.92,SAL,10,31-35
C3228,0,24,M,138796.6,,19,<25
C3229,0,32,M,52446.88,SELF-EMP,11,31-35
C3230,0,38,M,127105.36,,16,36-40
C3231,0,39,M,136876.76,PROF,11,36-40
C3232,0,53,M,15482.41,SAL,2,>50
C3233,0,41,M,7557.08,,6,41-45
C3234,0,41,M,299601.59,,18,41-45
C3235,0,34,M,250371.93,,8,31-35
C3236,0,30,M,118141.17,,14,26-30
C3237,0,44,M,78213.14,SELF-EMP,7,41-45
C3238,0,54,M,359974.57,,10,>50
C3239,0,49,M,200321.9,,15,46-50
C3240,0,54,M,85906.01,SELF-EMP,7,>50
C3241,0,32,M,27842.25,SAL,8,31-35
C3242,0,55,M,373642.52,SELF-EMP,12,>50
C3243,0,55,M,21660.02,PROF,13,>50
C3244,0,40,M,239872.34,SELF-EMP,19,36-40
C3245,0,34,M,25527.67,,20,31-35
C3246,0,44,M,396562.27,PROF,11,41-45
C3247,0,32,M,311552.1,,20,31-35
C3248,0,49,M,63020.28,,10,46-50
C3249,0,44,M,59038.93,,5,41-45
C3250,0,22,M,108280.17,SELF-EMP,1,<25
C3251,0,29,M,330992.63,,17,26-30
C3252,0,37,M,520617.92,PROF,14,36-40
C3253,0,31,M,1351.23,,6,31-35
C3254,0,31,M,247772.84,,14,31-35
C3255,0,47,M,275644.36,SELF-EMP,8,46-50
C3256,0,33,M,242384.76,,12,31-35
C3257,0,23,M,201597.2,,19,<25
C3258,0,32,M,4401.42,SAL,15,31-35
C3259,0,40,M,13173.67,PROF,14,36-40
C3260,0,38,M,143114.47,SELF-EMP,5,36-40
C3261,0,52,M,85544.54,SAL,12,>50
C3262,0,37,M,414014.84,SAL,12,36-40
C3263,0,37,M,416420,SAL,20,36-40
C3264,0,51,M,406517.78,SAL,14,>50
C3265,0,44,M,94598.88,SELF-EMP,5,41-45
C3266,0,24,M,3975.53,SAL,7,<25
C3267,0,45,M,3703.15,SELF-EMP,12,41-45
C3268,0,38,M,53382.31,SAL,4,36-40
C3269,0,32,M,82477.55,SAL,9,31-35
C3270,0,30,M,82035.04,SAL,12,26-30
C3271,0,28,M,9015.24,SELF-EMP,2,26-30
C3272,0,36,M,69336.58,SELF-EMP,13,36-40
C3273,0,36,M,336386.22,SAL,8,36-40
C3274,0,40,M,103013.24,SAL,12,36-40
C3275,0,28,M,34621.49,SAL,11,26-30
C3276,0,28,M,172548.19,SELF-EMP,10,26-30
C3277,0,55,M,46302.41,SELF-EMP,3,>50
C3278,0,36,M,4671.82,SELF-EMP,3,36-40
C3279,0,55,M,387247.33,,17,>50
C3280,0,44,M,25959,,19,41-45
C3281,0,54,M,46056.33,SAL,12,>50
C3282,0,32,M,52241.2,PROF,11,31-35
C3283,0,36,M,65731.14,PROF,6,36-40
C3284,0,51,M,114865.58,PROF,15,>50
C3285,0,36,M,381480.54,PROF,14,36-40
C3286,0,51,M,432862.19,PROF,5,>50
C3287,0,46,M,349786.14,PROF,15,46-50
C3288,0,34,M,226276.12,PROF,10,31-35
C3289,0,35,M,79788.56,,19,31-35
C3290,0,40,M,178709.25,,13,36-40
C3291,0,41,M,201531.4,PROF,19,41-45
C3292,0,31,M,45129.15,PROF,1,31-35
C3293,0,37,M,45377.26,PROF,12,36-40
C3294,0,30,M,170775.22,PROF,7,26-30
C3295,0,28,M,227516.71,SAL,14,26-30
C3296,0,26,M,149573.18,PROF,17,26-30
C3297,0,55,M,473998.45,PROF,15,>50
C3298,0,34,M,10508.7,PROF,17,31-35
C3299,0,33,M,4397.95,,8,31-35
C3300,0,25,M,73864.27,,19,<25
C3301,0,24,M,24946.94,,6,<25
C3302,0,29,M,410774.63,PROF,18,26-30
C3303,0,30,M,43346.51,,11,26-30
C3304,0,51,M,420480.5,PROF,2,>50
C3305,0,30,M,146298.89,PROF,7,26-30
C3306,0,30,M,133179.48,PROF,8,26-30
C3307,0,34,M,82520.57,PROF,9,31-35
C3308,0,35,M,38784.04,PROF,13,31-35
C3309,0,46,M,25771.95,PROF,19,46-50
C3310,0,41,M,339192.9,PROF,10,41-45
C3311,0,55,M,146075.73,PROF,0,>50
C3312,0,32,M,232528.5,,6,31-35
C3313,0,33,M,83901.98,,2,31-35
C3314,0,33,M,7683.81,SAL,16,31-35
C3315,0,39,M,75731.3,,16,36-40
C3316,0,30,M,132845.52,PROF,3,26-30
C3317,0,40,M,221475.09,PROF,8,36-40
C3318,0,45,M,284200.68,PROF,4,41-45
C3319,0,36,M,161414.88,,14,36-40
C3320,0,55,M,131749.51,PROF,0,>50
C3321,0,52,M,100927.66,PROF,18,>50
C3322,0,29,M,202131.62,,19,26-30
C3323,0,52,M,13882.02,PROF,18,>50
C3324,0,43,M,172674.26,,3,41-45
C3325,0,43,M,129177.45,PROF,2,41-45
C3326,0,54,M,151676.74,PROF,4,>50
C3327,0,36,M,365954.96,PROF,0,36-40
C3328,0,46,M,8280.66,PROF,17,46-50
C3329,0,30,M,74024.52,PROF,12,26-30
C3330,0,45,M,213610.31,,14,41-45
C3331,0,51,M,16216.44,PROF,13,>50
C3332,0,28,M,196070.2,PROF,18,26-30
C3333,0,26,M,282058.99,,20,26-30
C3334,0,28,M,185086.93,,18,26-30
C3335,0,32,M,436193.84,,17,31-35
C3336,0,21,M,116352.5,,1,<25
C3337,0,21,M,178870.89,SAL,7,<25
C3338,0,39,M,102450.66,,1,36-40
C3339,0,33,M,193097.25,SELF-EMP,20,31-35
C3340,0,35,M,106755.99,,19,31-35
C3341,0,32,M,78460.73,,12,31-35
C3342,0,36,M,10959.25,SELF-EMP,9,36-40
C3343,0,36,M,81228.36,SELF-EMP,15,36-40
C3344,0,37,M,21385.15,SELF-EMP,10,36-40
C3345,0,38,M,29615.19,SELF-EMP,15,36-40
C3346,0,54,M,50014.67,SELF-EMP,3,>50
C3347,0,32,M,81706.88,SELF-EMP,2,31-35
C3348,0,40,M,69687.76,SELF-EMP,2,36-40
C3349,0,24,M,281832.75,SELF-EMP,5,<25
C3350,0,55,M,99501.92,SELF-EMP,6,>50
C3351,0,51,M,942688.1,SELF-EMP,1,>50
C3352,0,30,M,393848.43,PROF,17,26-30
C3353,0,48,M,23247.36,SELF-EMP,6,46-50
C3354,0,46,M,10619.31,SELF-EMP,13,46-50
C3355,0,30,M,120812.82,SELF-EMP,5,26-30
C3356,0,44,M,159476.98,SELF-EMP,16,41-45
C3357,0,50,M,111379.95,,2,46-50
C3358,0,23,M,278936.95,SELF-EMP,7,<25
C3359,0,31,M,147161.74,SELF-EMP,9,31-35
C3360,0,33,M,41153.12,SELF-EMP,19,31-35
C3361,0,33,M,60156.99,SELF-EMP,4,31-35
C3362,0,40,M,101137.62,SELF-EMP,20,36-40
C3363,0,35,M,187919.49,SELF-EMP,9,31-35
C3364,0,29,M,397400.42,SELF-EMP,2,26-30
C3365,0,38,M,172360.86,SELF-EMP,19,36-40
C3366,0,38,M,243964.04,PROF,1,36-40
C3367,0,50,M,395394.13,SELF-EMP,9,46-50
C3368,0,46,M,30204.7,SELF-EMP,16,46-50
C3369,0,47,M,89924.34,,9,46-50
C3370,0,32,M,6858.13,SELF-EMP,10,31-35
C3371,0,33,M,193493.25,SELF-EMP,3,31-35
C3372,0,35,M,41865.96,SELF-EMP,0,31-35
C3373,0,53,M,158320.17,SELF-EMP,20,>50
C3374,0,48,M,32562.5,SELF-EMP,11,46-50
C3375,0,27,M,83690.94,SELF-EMP,5,26-30
C3376,0,40,M,204268.43,SELF-EMP,3,36-40
C3377,0,36,M,122159.39,SELF-EMP,13,36-40
C3378,0,35,M,45079.37,SELF-EMP,7,31-35
C3379,0,44,M,31483.26,,10,41-45
C3380,0,30,M,61551.8,PROF,11,26-30
C3381,0,26,M,443332.26,PROF,8,26-30
C3382,0,26,M,669581.36,,10,26-30
C3383,0,26,M,80279,,7,26-30
C3384,0,52,M,130953.62,SAL,2,>50
C3385,0,55,M,159756.62,SELF-EMP,17,>50
C3386,0,50,M,468326.2,,16,46-50
C3387,0,48,M,638879.08,,12,46-50
C3388,0,47,M,53284.31,PROF,20,46-50
C3389,0,49,M,0,SELF-EMP,3,46-50
C3390,0,33,M,48964.55,PROF,4,31-35
C3391,0,31,M,36177.44,PROF,19,31-35
C3392,0,47,M,177589.45,PROF,10,46-50
C3393,0,25,M,49460.55,,19,<25
C3394,0,25,M,317376.73,,7,<25
C3395,0,47,M,28971.86,SELF-EMP,19,46-50
C3396,0,39,M,78542.74,,10,36-40
C3397,0,43,M,45918.38,,9,41-45
C3398,0,35,M,45824.65,,13,31-35
C3399,0,24,M,95397.93,,8,<25
C3400,0,40,M,9919.4,,4,36-40
C3401,0,41,M,82825.88,,2,41-45
C3402,0,46,M,32164.25,,3,46-50
C3403,0,35,M,48929.16,SELF-EMP,9,31-35
C3404,0,34,M,4770.72,PROF,12,31-35
C3405,0,55,M,100279.44,,20,>50
C3406,0,45,M,347666.33,,12,41-45
C3407,0,53,M,254605.03,SAL,15,>50
C3408,0,39,M,616855.95,,0,36-40
C3409,0,26,M,104041.22,,17,26-30
C3410,0,41,M,85477.15,SAL,3,41-45
C3411,0,51,M,116681.24,SAL,11,>50
C3412,0,55,M,117176.56,,9,>50
C3413,0,27,M,94579.62,,18,26-30
C3414,0,34,M,423561.11,,7,31-35
C3415,0,54,M,231219.47,,14,>50
C3416,0,26,M,9156.68,SELF-EMP,20,26-30
C3417,0,49,M,46252.41,PROF,0,46-50
C3418,0,49,M,357645.27,,8,46-50
C3419,0,35,M,57630.79,,16,31-35
C3420,0,55,M,49559.72,,13,>50
C3421,0,36,M,13780.61,,16,36-40
C3422,0,32,M,360616.96,,17,31-35
C3423,0,23,M,86421.42,,7,<25
C3424,0,32,M,53150.41,,2,31-35
C3425,0,52,M,486083.06,,4,>50
C3426,0,30,M,47503.91,,0,26-30
C3427,0,39,M,5165.47,SAL,8,36-40
C3428,0,45,M,79743.64,SAL,17,41-45
C3429,0,26,M,243327.27,SAL,5,26-30
C3430,0,23,M,292271.38,,12,<25
C3431,0,42,M,331682.27,,14,41-45
C3432,0,36,M,44884.07,,10,36-40
C3433,0,48,M,181678.99,,7,46-50
C3434,0,38,M,9671.82,PROF,12,36-40
C3435,0,55,M,25312.61,,4,>50
C3436,0,29,M,478163.23,,9,26-30
C3437,0,25,M,50628.37,,11,<25
C3438,0,48,M,72332.88,,19,46-50
C3439,0,47,M,17052.98,PROF,20,46-50
C3440,0,52,M,382313.13,,5,>50
C3441,0,52,M,287158.26,SELF-EMP,8,>50
C3442,0,44,M,157370.86,SELF-EMP,0,41-45
C3443,0,32,M,35890.57,,12,31-35
C3444,0,39,M,271638.56,,12,36-40
C3445,0,54,M,161643.89,SELF-EMP,19,>50
C3446,0,25,M,95217.2,,19,<25
C3447,0,25,M,562128,,6,<25
C3448,0,50,M,41207.31,SELF-EMP,19,46-50
C3449,0,50,M,402186.25,,5,46-50
C3450,0,35,M,6961.66,PROF,0,31-35
C3451,0,26,M,445977.26,,10,26-30
C3452,0,43,M,213499.13,,9,41-45
C3453,0,28,M,26483.63,SELF-EMP,5,26-30
C3454,0,30,M,232918.2,,4,26-30
C3455,0,40,M,27125.53,PROF,10,36-40
C3456,0,36,M,129144.75,,6,36-40
C3457,0,52,M,326016.46,,1,>50
C3458,0,35,M,13123.87,,14,31-35
C3459,0,34,M,152217.26,SELF-EMP,12,31-35
C3460,0,30,M,35896.8,,3,26-30
C3461,0,26,M,26571.56,,19,26-30
C3462,0,26,M,332386.27,PROF,9,26-30
C3463,0,30,M,756995.89,PROF,18,26-30
C3464,0,54,M,2329.49,,10,>50
C3465,0,47,M,239669.55,,20,46-50
C3466,0,31,M,19245.92,,8,31-35
C3467,0,42,M,213575.04,SELF-EMP,1,41-45
C3468,0,45,M,16887.17,,10,41-45
C3469,0,30,M,192445.11,SELF-EMP,11,26-30
C3470,0,32,M,189253.56,,16,31-35
C3471,0,28,M,641121.15,,15,26-30
C3472,0,44,M,11454.04,PROF,9,41-45
C3473,0,30,M,395840.36,,14,26-30
C3474,0,45,M,99247.87,,6,41-45
C3475,0,30,M,425954.57,,14,26-30
C3476,0,37,M,105289.81,,6,36-40
C3477,0,36,M,27664.11,,5,36-40
C3478,0,48,M,2614.03,,12,46-50
C3479,0,45,M,45796.77,,1,41-45
C3480,0,27,M,542645.97,SAL,2,26-30
C3481,0,31,M,267819.44,,13,31-35
C3482,0,43,M,316182.5,SAL,3,41-45
C3483,0,46,M,30407.9,,17,46-50
C3484,0,36,M,88135.91,,13,36-40
C3485,0,42,M,371325.2,,12,41-45
C3486,0,47,M,11242.14,,0,46-50
C3487,0,40,M,391229.7,,2,36-40
C3488,0,43,M,67028.7,,20,41-45
C3489,0,45,M,449198.23,,13,41-45
C3490,0,52,M,302443.85,,19,>50
C3491,0,40,M,258459.7,,18,36-40
C3492,0,28,M,108190.09,PROF,12,26-30
C3493,0,21,M,194895.19,,10,<25
C3494,0,28,M,488317.03,,18,26-30
C3495,0,29,M,39720.93,PROF,4,26-30
C3496,0,42,M,79465.62,,6,41-45
C3497,0,51,M,143425.61,,19,>50
C3498,0,55,M,386917.26,,11,>50
C3499,0,32,M,3570.72,SELF-EMP,13,31-35
C3500,0,41,M,49566.32,,12,41-45
C3501,0,39,M,15614.55,,5,36-40
C3502,0,31,M,9055.73,,16,31-35
C3503,0,31,M,23714.08,,18,31-35
C3504,0,55,M,89540.08,PROF,4,>50
C3505,0,27,M,418430.69,,0,26-30
C3506,0,45,M,11533.36,,7,41-45
C3507,0,33,M,75039.05,PROF,1,31-35
C3508,0,38,M,622736.15,,0,36-40
C3509,0,34,M,160077.67,,10,31-35
C3510,0,32,M,117779.02,PROF,5,31-35
C3511,0,43,M,198466.56,PROF,15,41-45
C3512,0,23,M,160434.18,,13,<25
C3513,0,29,M,85765.22,,8,26-30
C3514,0,45,M,26031.28,,4,41-45
C3515,0,35,M,87854.56,,7,31-35
C3516,0,25,M,242949.07,,3,<25
C3517,0,45,M,465014.73,,7,41-45
C3518,0,55,M,210383.23,PROF,20,>50
C3519,0,55,M,50220.95,PROF,12,>50
C3520,0,34,M,26864.82,PROF,6,31-35
C3521,0,31,M,216687.85,SELF-EMP,7,31-35
C3522,0,34,M,412644.49,,8,31-35
C3523,0,45,M,318051.33,,7,41-45
C3524,0,21,M,201531.4,,9,<25
C3525,0,27,M,167177.79,PROF,8,26-30
C3526,0,32,M,323869.83,SELF-EMP,3,31-35
C3527,0,27,M,104437.85,PROF,16,26-30
C3528,0,41,M,89195.07,,17,41-45
C3529,0,46,M,17110.83,,10,46-50
C3530,0,41,M,250416.02,,5,41-45
C3531,0,44,M,151361.88,,8,41-45
C3532,0,35,M,11518.98,PROF,15,31-35
C3533,0,52,M,664961.15,,2,>50
C3534,0,32,M,398429.76,PROF,3,31-35
C3535,0,27,M,10103.87,SELF-EMP,10,26-30
C3536,0,42,M,191086.17,,6,41-45
C3537,0,41,M,395837.96,,12,41-45
C3538,0,26,M,19948.82,SAL,14,26-30
C3539,0,28,M,43619.17,,20,26-30
C3540,0,53,M,79997.17,SELF-EMP,6,>50
C3541,0,55,M,288067.82,,7,>50
C3542,0,34,M,30637.84,,2,31-35
C3543,0,31,M,205922.07,PROF,0,31-35
C3544,0,53,M,35300.21,,0,>50
C3545,0,55,M,359077.08,,7,>50
C3546,0,32,M,516841.02,PROF,15,31-35
C3547,0,34,M,294699.74,PROF,7,31-35
C3548,0,45,M,30191.76,SELF-EMP,6,41-45
C3549,0,50,M,16679.52,SELF-EMP,20,46-50
C3550,0,34,M,121516.24,SAL,10,31-35
C3551,0,44,M,85507.96,,8,41-45
C3552,0,53,M,180393.2,SELF-EMP,8,>50
C3553,0,27,M,132671.05,SELF-EMP,9,26-30
C3554,0,36,M,215255.74,SELF-EMP,4,36-40
C3555,0,31,M,88594.33,,3,31-35
C3556,0,30,M,385467.65,PROF,18,26-30
C3557,0,28,M,13450.61,,8,26-30
C3558,0,41,M,117012.84,,16,41-45
C3559,0,36,M,499952.49,SELF-EMP,15,36-40
C3560,0,44,M,55475.21,SELF-EMP,9,41-45
C3561,0,38,M,223579.74,SELF-EMP,19,36-40
C3562,0,54,M,370580.69,SELF-EMP,12,>50
C3563,0,35,M,28821.6,,20,31-35
C3564,0,46,M,267494.89,PROF,14,46-50
C3565,0,54,M,257062.53,PROF,16,>50
C3566,0,32,M,24724.14,,18,31-35
C3567,0,51,M,778.56,,18,>50
C3568,0,54,M,441463.92,PROF,14,>50
C3569,0,38,M,460365,SELF-EMP,17,36-40
C3570,0,32,M,346625.76,PROF,7,31-35
C3571,0,36,M,29950.82,,10,36-40
C3572,0,28,M,572765.31,,13,26-30
C3573,0,47,M,290342.06,,10,46-50
C3574,0,35,M,21695.37,,11,31-35
C3575,0,33,M,90644.1,SELF-EMP,10,31-35
C3576,0,48,M,384668.15,,2,46-50
C3577,0,46,M,25963.26,PROF,5,46-50
C3578,0,38,M,57971.88,SELF-EMP,6,36-40
C3579,0,25,M,11241.08,,3,<25
C3580,0,26,M,46242.17,PROF,14,26-30
C3581,0,46,M,65619.23,,9,46-50
C3582,0,42,M,19957.41,,18,41-45
C3583,0,43,M,65514.92,SELF-EMP,3,41-45
C3584,0,38,M,6167.26,PROF,18,36-40
C3585,0,40,M,216991.01,,4,36-40
C3586,0,31,M,81094.85,,19,31-35
C3587,0,29,M,3567.39,,6,26-30
C3588,0,28,M,4635.23,,7,26-30
C3589,0,36,M,72031.55,PROF,9,36-40
C3590,0,27,M,60894.82,,7,26-30
C3591,0,38,M,26198.23,,4,36-40
C3592,0,38,M,114543.09,PROF,9,36-40
C3593,0,36,M,388479.17,SELF-EMP,1,36-40
C3594,0,47,M,362966.11,,7,46-50
C3595,0,30,M,429408.88,SELF-EMP,1,26-30
C3596,0,28,M,93000.19,SELF-EMP,7,26-30
C3597,0,55,M,77338.24,,4,>50
C3598,0,52,M,100128.03,SELF-EMP,15,>50
C3599,0,40,M,61762.92,SELF-EMP,15,36-40
C3600,0,33,M,77933.8,,0,31-35
C3601,0,52,M,95000.75,,18,>50
C3602,0,53,M,12723.94,,1,>50
C3603,0,54,M,140508.22,PROF,13,>50
C3604,0,47,M,89774.21,,2,46-50
C3605,0,51,M,8094.31,SELF-EMP,15,>50
C3606,0,53,M,222224.93,,11,>50
C3607,0,42,M,165564.91,SELF-EMP,11,41-45
C3608,0,38,M,233896.22,,19,36-40
C3609,0,51,M,10783.33,,5,>50
C3610,0,31,M,10180.43,,17,31-35
C3611,0,42,M,81140.63,,16,41-45
C3612,0,46,M,34310.8,SAL,17,46-50
C3613,0,35,M,94152.82,,7,31-35
C3614,0,42,M,61341.8,,9,41-45
C3615,0,46,M,21293.7,,4,46-50
C3616,0,37,M,43777.52,,18,36-40
C3617,0,30,M,102914.13,,15,26-30
C3618,0,31,M,73876.55,,9,31-35
C3619,0,28,M,33202.17,PROF,1,26-30
C3620,0,50,M,240274.6,PROF,8,46-50
C3621,0,31,M,150104.8,SELF-EMP,16,31-35
C3622,0,40,M,180454.28,,3,36-40
C3623,0,32,M,87322.59,PROF,13,31-35
C3624,0,53,M,124430.45,,14,>50
C3625,0,49,M,249728.46,,1,46-50
C3626,0,26,M,186508.26,,9,26-30
C3627,0,52,M,40940.23,,19,>50
C3628,0,42,M,140078.64,,4,41-45
C3629,0,51,M,88566.64,,1,>50
C3630,0,53,M,118887.48,,12,>50
C3631,0,37,M,62342.81,,7,36-40
C3632,0,52,M,34035.44,,2,>50
C3633,0,43,M,156311.5,,10,41-45
C3634,0,27,M,21923.82,PROF,6,26-30
C3635,0,27,M,408449.83,,16,26-30
C3636,0,38,M,92064.55,SELF-EMP,9,36-40
C3637,0,34,M,6673.38,,10,31-35
C3638,0,51,M,122049.95,,0,>50
C3639,0,31,M,54377.54,SAL,5,31-35
C3640,0,49,M,38674.21,PROF,10,46-50
C3641,0,23,M,29348.28,,14,<25
C3642,0,46,M,96959.37,PROF,20,46-50
C3643,0,25,M,245897.37,SELF-EMP,8,<25
C3644,0,33,M,50864.12,SELF-EMP,15,31-35
C3645,0,33,M,228194.24,PROF,1,31-35
C3646,0,32,M,25952.54,,1,31-35
C3647,0,46,M,565140.85,SELF-EMP,19,46-50
C3648,0,27,M,164666.68,,9,26-30
C3649,0,51,M,380750.26,,7,>50
C3650,0,49,M,313788.92,SAL,11,46-50
C3651,0,50,M,141947.11,SELF-EMP,5,46-50
C3652,0,28,M,7707.4,SELF-EMP,10,26-30
C3653,0,50,M,182806.72,,18,46-50
C3654,0,25,M,345283.11,SELF-EMP,5,<25
C3655,0,37,M,46661.73,,10,36-40
C3656,0,29,M,685301.43,SELF-EMP,19,26-30
C3657,0,31,M,59128.98,,17,31-35
C3658,0,54,M,238472.7,,3,>50
C3659,0,30,M,334627.05,SAL,6,26-30
C3660,0,36,M,93833.23,,5,36-40
C3661,0,52,M,269792.05,PROF,11,>50
C3662,0,48,M,41295.5,,9,46-50
C3663,0,39,M,58732.8,,1,36-40
C3664,0,35,M,154498.66,,12,31-35
C3665,0,47,M,163475.56,,1,46-50
C3666,0,54,M,50808.45,,3,>50
C3667,0,31,M,5390.42,PROF,8,31-35
C3668,0,40,M,461379.84,PROF,14,36-40
C3669,0,31,M,151255.63,PROF,8,31-35
C3670,0,48,M,18072.91,PROF,5,46-50
C3671,0,53,M,100968.1,PROF,11,>50
C3672,0,54,F,337234.07,PROF,1,>50
C3673,0,25,F,350998.37,,6,<25
C3674,0,40,F,146635.14,,10,36-40
C3675,0,52,F,79153.8,,20,>50
C3676,0,30,F,19235.89,PROF,18,26-30
C3677,0,34,F,36675.53,PROF,8,31-35
C3678,0,49,F,90290.04,SELF-EMP,17,46-50
C3679,0,32,F,220010.96,SAL,1,31-35
C3680,0,45,F,255974.21,,10,41-45
C3681,0,45,F,24049,PROF,9,41-45
C3682,0,35,F,308260.52,,14,31-35
C3683,0,36,F,76787.19,SELF-EMP,8,36-40
C3684,0,30,F,61643.56,,8,26-30
C3685,0,46,F,32184.03,PROF,11,46-50
C3686,0,29,F,25318.96,PROF,11,26-30
C3687,0,28,F,209917.27,,14,26-30
C3688,0,42,F,374469.61,PROF,17,41-45
C3689,0,39,F,201077.51,,9,36-40
C3690,0,50,F,225451.61,SELF-EMP,20,46-50
C3691,0,44,F,176817.8,SELF-EMP,4,41-45
C3692,0,33,F,20586.98,PROF,6,31-35
C3693,0,33,F,215516.93,,11,31-35
C3694,0,45,F,156200.27,,18,41-45
C3695,0,28,F,36017.65,,2,26-30
C3696,0,37,F,16605.15,PROF,1,36-40
C3697,0,50,F,19268.69,,2,46-50
C3698,0,43,F,331873.35,,15,41-45
C3699,0,54,F,148918.95,,20,>50
C3700,0,47,F,198062.39,,11,46-50
C3701,0,31,F,80982.56,PROF,11,31-35
C3702,0,25,F,488433.19,PROF,11,<25
C3703,0,25,F,141771.05,,2,<25
C3704,0,53,F,68248.98,,4,>50
C3705,0,34,F,737561.86,PROF,20,31-35
C3706,0,23,F,580119.16,,20,<25
C3707,0,53,F,218912.43,,18,>50
C3708,0,43,F,22333.65,,5,41-45
C3709,0,51,F,80351.7,PROF,2,>50
C3710,0,55,F,67719.16,,20,>50
C3711,0,46,F,307417.39,PROF,3,46-50
C3712,0,28,F,194037.82,,0,26-30
C3713,0,40,F,253455.1,,8,36-40
C3714,0,41,F,107458.68,,5,41-45
C3715,0,50,F,488793.48,SELF-EMP,19,46-50
C3716,0,25,F,23406.74,,11,<25
C3717,0,49,F,70009.81,PROF,4,46-50
C3718,0,35,F,326212.67,PROF,6,31-35
C3719,0,35,F,120843.16,SELF-EMP,9,31-35
C3720,0,24,F,17182.78,SAL,9,<25
C3721,0,34,F,472365.27,PROF,8,31-35
C3722,0,31,F,10519.38,PROF,9,31-35
C3723,0,23,F,49915.13,,8,<25
C3724,0,46,F,424257.64,SAL,11,46-50
C3725,0,40,F,6581.5,,4,36-40
C3726,0,37,F,96501.11,,10,36-40
C3727,0,26,F,281107.61,PROF,20,26-30
C3728,0,38,F,81789.1,,3,36-40
C3729,0,37,F,77066.04,,20,36-40
C3730,0,50,F,225423.6,,0,46-50
C3731,0,39,F,16801.07,SELF-EMP,15,36-40
C3732,0,30,F,39170.87,,6,26-30
C3733,0,34,F,32610.31,,13,31-35
C3734,0,38,F,483277.64,,6,36-40
C3735,0,38,F,51113.05,PROF,10,36-40
C3736,0,35,F,521546.99,PROF,4,31-35
C3737,0,46,F,216692.76,,10,46-50
C3738,0,40,F,82453.42,SAL,6,36-40
C3739,0,31,F,36900.7,PROF,9,31-35
C3740,0,31,F,97860.5,,18,31-35
C3741,0,24,F,392260.97,SELF-EMP,10,<25
C3742,0,34,F,24468.22,SELF-EMP,13,31-35
C3743,0,50,F,369002.22,,12,46-50
C3744,0,24,F,796502.5,,18,<25
C3745,0,24,F,29159.77,SELF-EMP,5,<25
C3746,0,37,F,78482.34,SELF-EMP,15,36-40
C3747,0,31,F,384598.01,,9,31-35
C3748,0,36,F,101335.07,,16,36-40
C3749,0,32,F,109951.43,PROF,12,31-35
C3750,0,37,F,209341.25,,18,36-40
C3751,0,33,F,289983.31,SELF-EMP,14,31-35
C3752,0,33,F,129505.7,SELF-EMP,16,31-35
C3753,0,33,F,86931.33,SELF-EMP,17,31-35
C3754,0,51,F,447635.78,SAL,15,>50
C3755,0,43,F,488589.56,,5,41-45
C3756,0,23,F,20771.7,SELF-EMP,17,<25
C3757,0,31,F,95362.81,,7,31-35
C3758,0,51,F,491942.16,SELF-EMP,3,>50
C3759,0,38,F,611857.79,,18,36-40
C3760,0,38,F,36339.44,,1,36-40
C3761,0,51,F,227999.92,,2,>50
C3762,0,36,F,18173.99,SELF-EMP,5,36-40
C3763,0,32,F,509440.68,PROF,13,31-35
C3764,0,37,F,154259.69,,1,36-40
C3765,0,51,F,236443.9,,1,>50
C3766,0,27,F,392261.5,,5,26-30
C3767,0,27,F,473271.01,SELF-EMP,15,26-30
C3768,0,28,F,329827.31,,10,26-30
C3769,0,37,F,43727.96,SAL,10,36-40
C3770,0,53,F,278133.44,,14,>50
C3771,0,29,F,39202.24,,0,26-30
C3772,0,35,F,493785.62,,20,31-35
C3773,0,46,F,358427.51,,9,46-50
C3774,0,32,F,9597.58,,8,31-35
C3775,0,37,F,489507.44,PROF,17,36-40
C3776,0,39,F,2485.97,,3,36-40
C3777,0,42,F,304503.38,PROF,3,41-45
C3778,0,54,F,374606.41,PROF,20,>50
C3779,0,42,F,72661.65,,7,41-45
C3780,0,45,F,317063.58,,0,41-45
C3781,0,28,F,9162.39,,2,26-30
C3782,0,24,F,448226.16,SELF-EMP,10,<25
C3783,0,35,F,292841.91,,18,31-35
C3784,0,35,F,83260.76,PROF,2,31-35
C3785,0,50,F,479143.21,SELF-EMP,9,46-50
C3786,0,52,F,83839.55,,10,>50
C3787,0,42,F,364807.79,,20,41-45
C3788,0,45,F,44170.61,,18,41-45
C3789,0,27,F,89726.66,,11,26-30
C3790,0,31,F,549311.21,SAL,3,31-35
C3791,0,45,F,343989.68,SAL,19,41-45
C3792,0,23,F,46096.2,SAL,4,<25
C3793,0,33,F,387173.23,SAL,12,31-35
C3794,0,48,F,163383.27,SELF-EMP,4,46-50
C3795,0,37,F,30241.04,,18,36-40
C3796,0,53,F,40661.75,,12,>50
C3797,0,37,F,10310.28,,16,36-40
