"Cust_ID","Target","Age","Gender","Balance","Occupation","No_OF_CR_TXNS","AGE_BKT","SCR","Holding_Period"
"C1453",0,31,"M",80618.55,"SAL",11,"31-35",620,12
"C14530",0,42,"F",164816.82,"",18,"41-45",847,6
"C14531",0,46,"F",508376.77,"PROF",13,"46-50",381,25
"C14532",0,39,"F",58798.35,"SELF-EMP",11,"36-40",471,6
"C14533",0,51,"F",543885,"",13,">50",853,20
"C14534",0,37,"F",197717.61,"",15,"36-40",570,10
"C14535",0,28,"F",397487.7,"SAL",0,"26-30",801,5
"C14536",0,48,"F",127934.52,"",12,"46-50",618,17
"C14537",0,25,"F",287789.02,"SELF-EMP",19,"<25",939,9
"C14538",0,36,"F",572355.51,"",1,"36-40",157,2
"C14539",0,33,"F",167142.16,"",2,"31-35",107,11
"C1454",0,35,"M",212087.54,"SELF-EMP",11,"31-35",901,31
"C14540",0,38,"F",207106.53,"PROF",10,"36-40",886,13
"C14541",0,30,"F",41070.17,"",17,"26-30",289,27
"C14542",0,30,"F",33910.5,"",8,"26-30",311,16
"C14543",0,26,"F",65952.93,"PROF",16,"26-30",589,2
"C14544",0,41,"F",588478.47,"PROF",1,"41-45",210,0
"C14545",0,30,"F",188549.88,"SELF-EMP",15,"26-30",787,7
"C14546",0,22,"F",209803.55,"SELF-EMP",9,"<25",616,19
"C14547",0,33,"F",529055.01,"SAL",3,"31-35",955,7
"C14548",0,29,"F",538682.29,"",20,"26-30",438,26
"C14549",0,24,"F",191819.91,"SELF-EMP",18,"<25",392,0
"C1455",0,51,"M",127747.45,"SAL",35,">50",137,12
"C14550",0,24,"F",81101.31,"SELF-EMP",10,"<25",519,29
"C14551",0,24,"F",25766.91,"SELF-EMP",2,"<25",218,12
"C14552",0,24,"F",392588.73,"",4,"<25",768,5
"C14553",0,23,"F",554363.12,"PROF",15,"<25",371,5
"C14554",0,31,"F",521638.75,"",9,"31-35",887,26
"C14555",0,40,"F",227989.78,"",11,"36-40",464,19
"C14556",0,55,"F",299173.01,"SELF-EMP",3,">50",560,10
"C14557",0,46,"F",85019.6,"SELF-EMP",12,"46-50",723,10
"C14558",0,27,"F",46127.52,"SELF-EMP",13,"26-30",310,25
"C14559",0,32,"F",565280.26,"SELF-EMP",13,"31-35",651,25
"C1456",0,36,"M",99751.63,"PROF",18,"36-40",300,7
"C14560",0,42,"F",7504.37,"",11,"41-45",840,31
"C14561",0,38,"F",70265.67,"PROF",20,"36-40",952,4
"C14562",0,24,"F",391145.62,"PROF",19,"<25",185,5
"C14563",0,46,"F",137312.27,"",20,"46-50",566,24
"C14564",0,50,"F",525989.66,"",17,"46-50",478,12
"C14565",0,46,"F",237580.81,"PROF",15,"46-50",441,2
"C14566",0,37,"F",30858.59,"SELF-EMP",13,"36-40",836,14
"C14567",0,52,"F",251133.08,"PROF",20,">50",708,2
"C14568",0,22,"F",348445.73,"",3,"<25",984,31
"C14569",0,22,"F",195822.57,"",3,"<25",423,19
"C1457",0,46,"M",172531.16,"SAL",36,"46-50",751,0
"C14570",0,40,"F",176440.44,"",4,"36-40",563,15
"C14571",0,25,"F",91324.4,"",9,"<25",839,11
"C14572",0,22,"F",561314.32,"SELF-EMP",5,"<25",744,9
"C14573",0,26,"F",498018.15,"",11,"26-30",707,30
"C14574",0,30,"F",81036.13,"PROF",19,"26-30",450,14
"C14575",0,26,"F",464931.92,"SELF-EMP",18,"26-30",869,17
"C14576",0,38,"F",98685.48,"",16,"36-40",412,27
"C14577",0,50,"F",526138.08,"PROF",11,"46-50",824,14
"C14578",0,30,"F",12715.42,"",13,"26-30",195,29
"C14579",0,41,"F",68418.35,"",9,"41-45",288,10
"C1458",0,40,"M",38575.26,"SAL",2,"36-40",732,17
"C14580",0,26,"F",318296.77,"SELF-EMP",8,"26-30",160,12
"C14581",0,44,"F",144005.01,"PROF",3,"41-45",210,6
"C14582",0,54,"F",218309.76,"",17,">50",744,19
"C14583",0,25,"F",299574.49,"",11,"<25",354,12
"C14584",0,48,"F",94303.92,"",19,"46-50",214,4
"C14585",0,34,"F",511276.27,"",20,"31-35",232,10
"C14586",0,36,"F",66508.5,"PROF",19,"36-40",390,11
"C14587",0,45,"F",45275.73,"",16,"41-45",984,31
"C14588",0,24,"F",633224,"",15,"<25",768,27
"C14589",0,27,"F",914332.5,"PROF",18,"26-30",353,16
"C1459",0,49,"M",73601.14,"SELF-EMP",43,"46-50",403,2
"C14590",0,51,"F",213134.01,"SELF-EMP",13,">50",842,18
"C14591",0,33,"F",15495.56,"",14,"31-35",107,7
"C14592",0,54,"F",19007.3,"SELF-EMP",1,">50",294,11
"C14593",0,44,"F",3346.82,"SELF-EMP",18,"41-45",899,14
"C14594",0,47,"F",60982.82,"",9,"46-50",669,7
"C14595",0,52,"F",19425.14,"SELF-EMP",1,">50",833,19
"C14596",0,53,"F",19087.07,"SELF-EMP",14,">50",977,26
"C14597",0,32,"F",135454.74,"",4,"31-35",428,3
"C14598",0,26,"F",117608.05,"",7,"26-30",939,18
"C14599",0,22,"F",515920.65,"",6,"<25",561,17
"C146",0,53,"F",53135.54,"SAL",36,">50",793,30
"C1460",0,40,"M",13543.93,"SAL",14,"36-40",630,15
"C14600",0,45,"F",90851.42,"PROF",3,"41-45",927,24
"C14601",0,47,"F",443009.53,"",11,"46-50",977,27
"C14602",0,32,"F",20106.77,"SELF-EMP",19,"31-35",105,7
"C14603",0,43,"F",48684.68,"",11,"41-45",822,19
"C14604",0,43,"F",8278.11,"SELF-EMP",4,"41-45",401,25
"C14605",0,45,"F",529843.97,"",0,"41-45",928,31
"C14606",0,45,"F",52523.79,"",19,"41-45",209,10
"C14607",0,25,"F",10121.89,"",3,"<25",755,12
"C14608",0,33,"F",14677.57,"",18,"31-35",843,2
"C14609",0,29,"F",29973.48,"SAL",6,"26-30",275,11
"C1461",0,31,"M",140462.4,"PROF",21,"31-35",641,13
"C14610",0,34,"F",25750.76,"",9,"31-35",189,13
"C14611",0,48,"F",479801.54,"",9,"46-50",458,10
"C14612",0,53,"F",21483.49,"",1,">50",634,31
"C14613",0,55,"F",260229.74,"",15,">50",351,4
"C14614",0,44,"F",645817.34,"",9,"41-45",845,8
"C14615",0,26,"F",100559.55,"",6,"26-30",626,3
"C14616",0,26,"F",406937.66,"PROF",14,"26-30",276,21
"C14617",0,25,"F",87915.76,"PROF",1,"<25",518,3
"C14618",0,26,"F",80083.85,"SELF-EMP",14,"26-30",489,6
"C14619",0,30,"F",150998.66,"",14,"26-30",111,4
"C1462",0,47,"M",40288.38,"SAL",0,"46-50",440,25
"C14620",0,30,"F",60558.25,"PROF",2,"26-30",576,13
"C14621",0,28,"F",240127.54,"",13,"26-30",243,10
"C14622",0,50,"F",3799.81,"",1,"46-50",657,11
"C14623",0,42,"F",130267.57,"",12,"41-45",575,14
"C14624",0,30,"F",518762.66,"",15,"26-30",327,24
"C14625",0,33,"F",302123.9,"",6,"31-35",608,8
"C14626",0,32,"F",72609.09,"",6,"31-35",404,24
"C14627",0,50,"F",18969.27,"",3,"46-50",710,28
"C14628",0,50,"F",199622.6,"",0,"46-50",624,20
"C14629",0,34,"F",543505.91,"",20,"31-35",592,27
"C1463",0,41,"M",36471.6,"SAL",17,"41-45",473,31
"C14630",0,29,"F",172784.38,"",3,"26-30",760,9
"C14631",0,27,"F",339698.24,"PROF",15,"26-30",205,30
"C14632",0,48,"F",518981.22,"",3,"46-50",270,31
"C14633",0,37,"F",541272.32,"SELF-EMP",16,"36-40",366,29
"C14634",0,26,"F",430399.39,"",9,"26-30",683,3
"C14635",0,28,"F",430398.2,"",20,"26-30",702,29
"C14636",0,51,"F",11122.72,"SAL",10,">50",721,13
"C14637",0,42,"F",112652.75,"PROF",5,"41-45",371,19
"C14638",0,30,"F",356294.68,"",17,"26-30",382,28
"C14639",0,35,"F",142536.71,"PROF",4,"31-35",631,0
"C1464",1,40,"M",115285.79,"",18,"36-40",633,6
"C14640",0,42,"F",475768.18,"SELF-EMP",18,"41-45",155,30
"C14641",0,29,"F",530730.9,"SELF-EMP",9,"26-30",573,6
"C14642",0,29,"F",28140.25,"PROF",12,"26-30",733,6
"C14643",0,39,"F",0,"",7,"36-40",160,11
"C14644",0,39,"F",238428.28,"SELF-EMP",13,"36-40",291,16
"C14645",0,40,"F",460499.01,"",18,"36-40",850,29
"C14646",0,51,"F",79200.89,"",14,">50",689,20
"C14647",0,27,"F",97732.75,"SAL",12,"26-30",315,22
"C14648",0,36,"F",146257.74,"SELF-EMP",14,"36-40",113,31
"C14649",0,28,"F",11331.83,"SELF-EMP",7,"26-30",645,10
"C1465",0,41,"M",1270.03,"SELF-EMP",10,"41-45",891,25
"C14650",0,28,"F",327324.14,"",12,"26-30",383,28
"C14651",0,32,"F",135089.98,"SELF-EMP",11,"31-35",572,10
"C14652",0,23,"F",3946.62,"",4,"<25",928,12
"C14653",0,25,"F",89731.95,"SELF-EMP",20,"<25",375,16
"C14654",0,31,"F",650518.58,"",0,"31-35",126,25
"C14655",0,51,"F",473153.79,"",11,">50",689,31
"C14656",0,42,"F",21600.02,"SAL",8,"41-45",762,24
"C14657",0,34,"F",506802.31,"",17,"31-35",580,30
"C14658",0,27,"F",741451.93,"PROF",6,"26-30",720,18
"C14659",0,21,"F",199122.78,"",0,"<25",975,23
"C1466",0,47,"M",61800.62,"SAL",50,"46-50",741,7
"C14660",0,21,"F",196524.79,"",13,"<25",202,7
"C14661",0,33,"F",512853.99,"",19,"31-35",191,15
"C14662",0,39,"F",206165.57,"",11,"36-40",697,16
"C14663",0,50,"F",311378.27,"",7,"46-50",289,12
"C14664",0,36,"F",106391.96,"PROF",1,"36-40",725,28
"C14665",0,52,"F",381748.57,"PROF",18,">50",859,22
"C14666",0,40,"F",112165.25,"PROF",0,"36-40",729,14
"C14667",0,50,"F",15022.6,"PROF",20,"46-50",595,12
"C14668",0,28,"F",285250.12,"PROF",18,"26-30",218,25
"C14669",0,23,"F",48311.35,"PROF",1,"<25",485,3
"C1467",0,37,"M",99460.33,"SAL",3,"36-40",570,22
"C14670",0,23,"F",337291.97,"",8,"<25",293,5
"C14671",0,28,"F",478432.07,"",10,"26-30",251,18
"C14672",0,50,"F",228783.37,"",9,"46-50",312,9
"C14673",0,48,"F",431836.53,"PROF",2,"46-50",319,29
"C14674",0,31,"F",168000.38,"PROF",10,"31-35",307,28
"C14675",0,37,"F",474785.68,"SELF-EMP",17,"36-40",866,19
"C14676",0,27,"F",280799.64,"SAL",2,"26-30",231,18
"C14677",0,43,"F",331246.45,"",12,"41-45",315,8
"C14678",0,24,"F",491158.62,"PROF",12,"<25",357,12
"C14679",0,23,"F",307591.21,"",12,"<25",558,28
"C1468",0,31,"M",131770.29,"PROF",37,"31-35",632,16
"C14680",0,41,"F",90454.86,"SELF-EMP",10,"41-45",649,29
"C14681",0,32,"F",111153.81,"",0,"31-35",301,6
"C14682",0,49,"F",547597.59,"PROF",12,"46-50",528,21
"C14683",0,25,"F",29025.62,"PROF",18,"<25",116,18
"C14684",0,25,"F",657712.66,"",16,"<25",453,10
"C14685",0,25,"F",604554.1,"PROF",10,"<25",318,1
"C14686",0,23,"F",468389.66,"",5,"<25",194,25
"C14687",0,24,"F",41646.21,"SELF-EMP",10,"<25",519,31
"C14688",0,24,"F",514087.17,"SELF-EMP",5,"<25",454,27
"C14689",0,22,"F",98274.39,"PROF",3,"<25",569,15
"C1469",0,50,"M",13570.41,"PROF",44,"46-50",256,14
"C14690",0,22,"F",395543.48,"",10,"<25",612,10
"C14691",0,53,"F",47387.19,"",8,">50",182,9
"C14692",0,32,"F",29632.09,"",0,"31-35",371,30
"C14693",0,31,"F",35999.65,"PROF",6,"31-35",778,10
"C14694",0,34,"F",148897.1,"",15,"31-35",849,16
"C14695",0,46,"F",69566.59,"",14,"46-50",807,5
"C14696",0,55,"F",48731.81,"",9,">50",242,20
"C14697",0,47,"F",109744.02,"",16,"46-50",368,16
"C14698",0,43,"F",348183.39,"PROF",4,"41-45",301,20
"C14699",0,34,"F",82874.93,"PROF",14,"31-35",971,29
"C147",0,52,"F",111715.02,"PROF",13,">50",532,3
"C1470",1,37,"M",32188.96,"",18,"36-40",725,1
"C14700",0,34,"F",125561.99,"",14,"31-35",387,13
"C14701",0,35,"F",535253.91,"",3,"31-35",118,1
"C14702",0,51,"F",85937.59,"PROF",0,">50",495,14
"C14703",0,28,"F",301106.34,"",6,"26-30",520,19
"C14704",0,23,"F",93742.12,"",11,"<25",588,12
"C14705",0,23,"F",368485.67,"",4,"<25",849,18
"C14706",0,40,"F",26417.51,"PROF",12,"36-40",966,9
"C14707",0,40,"F",49540.88,"",19,"36-40",200,18
"C14708",0,55,"F",169245.7,"PROF",18,">50",227,15
"C14709",0,26,"F",124726.29,"",17,"26-30",107,5
"C1471",1,37,"M",192602.7,"",13,"36-40",707,2
"C14710",0,27,"F",467934.9,"",2,"26-30",900,25
"C14711",0,55,"F",5021.15,"",9,">50",746,26
"C14712",0,32,"F",8401.24,"SELF-EMP",3,"31-35",544,23
"C14713",0,40,"F",66622.62,"",13,"36-40",289,20
"C14714",0,48,"F",45750.79,"PROF",9,"46-50",659,13
"C14715",0,48,"F",18238.98,"PROF",0,"46-50",572,25
"C14716",0,35,"F",70175.35,"SELF-EMP",18,"31-35",938,24
"C14717",0,35,"F",346162.93,"SAL",16,"31-35",357,29
"C14718",0,35,"F",46693.66,"PROF",10,"31-35",768,11
"C14719",0,27,"F",263331.97,"PROF",11,"26-30",725,13
"C1472",1,50,"M",28360.5,"",31,"46-50",660,4
"C14720",0,30,"F",442184.78,"",11,"26-30",358,11
"C14721",0,44,"F",394432.38,"SAL",8,"41-45",216,7
"C14722",0,35,"F",6435.43,"",1,"31-35",949,7
"C14723",0,24,"F",525990.53,"",12,"<25",373,23
"C14724",0,36,"F",6969.05,"PROF",12,"36-40",592,31
"C14725",0,38,"F",160063.28,"",17,"36-40",495,9
"C14726",0,26,"F",122243.72,"",4,"26-30",406,20
"C14727",0,23,"F",557034.26,"",3,"<25",992,5
"C14728",0,25,"F",332221.35,"SELF-EMP",10,"<25",913,23
"C14729",0,31,"F",16307.93,"",16,"31-35",735,10
"C1473",1,37,"M",93328.37,"SELF-EMP",38,"36-40",970,0
"C14730",0,23,"F",132117.78,"",3,"<25",651,30
"C14731",0,22,"F",4607.25,"",20,"<25",825,22
"C14732",0,21,"F",76279.45,"PROF",14,"<25",626,17
"C14733",0,27,"F",121883.74,"PROF",0,"26-30",959,27
"C14734",0,23,"F",462634.95,"",3,"<25",557,25
"C14735",0,28,"F",139882.07,"SAL",12,"26-30",766,10
"C14736",0,23,"F",178713.57,"PROF",2,"<25",754,23
"C14737",0,24,"F",470599.67,"",18,"<25",402,8
"C14738",0,21,"F",162182.64,"SELF-EMP",9,"<25",126,0
"C14739",0,21,"F",94523.96,"SELF-EMP",20,"<25",343,11
"C1474",0,32,"M",32523.93,"SAL",19,"31-35",843,25
"C14740",0,32,"F",159973.84,"",11,"31-35",775,19
"C14741",0,33,"F",118961.84,"",19,"31-35",818,23
"C14742",0,47,"F",410368.23,"SELF-EMP",14,"46-50",495,29
"C14743",0,52,"F",83665.95,"SELF-EMP",13,">50",117,4
"C14744",0,43,"F",188127.5,"",18,"41-45",661,18
"C14745",0,40,"F",397434.67,"",18,"36-40",956,0
"C14746",0,26,"F",201702.6,"PROF",16,"26-30",980,25
"C14747",0,21,"F",189101.29,"",16,"<25",820,31
"C14748",0,22,"F",14264.19,"SELF-EMP",19,"<25",190,17
"C14749",0,21,"F",199364.25,"SELF-EMP",12,"<25",681,11
"C1475",0,31,"M",544914.65,"SELF-EMP",46,"31-35",650,9
"C14750",0,40,"F",429822.22,"SELF-EMP",14,"36-40",624,25
"C14751",0,26,"F",226789,"SAL",20,"26-30",160,20
"C14752",0,29,"F",57168.6,"",13,"26-30",217,21
"C14753",0,33,"F",28227.72,"SELF-EMP",7,"31-35",941,12
"C14754",0,22,"F",183929.9,"",16,"<25",550,27
"C14755",0,21,"F",184733.17,"SELF-EMP",17,"<25",669,15
"C14756",0,38,"F",542167.48,"",0,"36-40",716,24
"C14757",0,22,"F",226789,"",5,"<25",517,29
"C14758",0,29,"F",226789,"",8,"26-30",802,4
"C14759",0,27,"F",226789,"SELF-EMP",13,"26-30",303,20
"C1476",0,44,"M",215335.97,"SAL",16,"41-45",263,22
"C14760",0,35,"F",226789,"PROF",3,"31-35",325,6
"C14761",0,38,"F",146737.38,"",0,"36-40",517,31
"C14762",0,27,"F",121242.33,"",7,"26-30",367,16
"C14763",0,50,"F",137321.88,"",12,"46-50",257,6
"C14764",0,53,"F",54020.91,"SELF-EMP",12,">50",672,23
"C14765",0,54,"F",11054.84,"",3,">50",800,26
"C14766",0,23,"F",551231.68,"SAL",0,"<25",499,9
"C14767",0,30,"F",101921.84,"",12,"26-30",429,2
"C14768",0,53,"F",9869.89,"",14,">50",898,3
"C14769",0,30,"F",18377.66,"",17,"26-30",346,29
"C1477",0,35,"M",15504.15,"SAL",29,"31-35",415,15
"C14770",0,28,"F",146637.54,"",12,"26-30",309,0
"C14771",0,28,"F",226789,"",3,"26-30",857,27
"C14772",0,34,"F",226789,"PROF",2,"31-35",895,10
"C14773",0,30,"F",196376.19,"",13,"26-30",191,12
"C14774",0,21,"F",197421.79,"PROF",4,"<25",721,0
"C14775",0,25,"F",226789,"PROF",14,"<25",536,19
"C14776",0,37,"F",194129.85,"",5,"36-40",778,23
"C14777",0,54,"F",85284.72,"",19,">50",173,6
"C14778",0,41,"F",49738.64,"",6,"41-45",863,5
"C14779",0,41,"F",226789,"SELF-EMP",18,"41-45",854,11
"C1478",0,45,"M",89021.63,"PROF",26,"41-45",423,18
"C14780",0,38,"F",152980.51,"",13,"36-40",226,6
"C14781",0,52,"F",519811.34,"PROF",9,">50",186,1
"C14782",0,29,"F",27650.97,"SELF-EMP",11,"26-30",201,30
"C14783",0,29,"F",226789,"",1,"26-30",137,10
"C14784",0,48,"F",16007.2,"",15,"46-50",182,7
"C14785",0,33,"F",226789,"",20,"31-35",149,26
"C14786",0,43,"F",43739.89,"",20,"41-45",877,25
"C14787",0,50,"F",117062.99,"SAL",5,"46-50",692,10
"C14788",0,29,"F",226789,"SAL",11,"26-30",589,25
"C14789",0,38,"F",16294.55,"SAL",17,"36-40",359,16
"C1479",0,35,"M",22701.05,"SAL",0,"31-35",419,29
"C14790",0,44,"F",133971.86,"SAL",13,"41-45",158,29
"C14791",0,54,"F",86577.81,"SELF-EMP",19,">50",842,17
"C14792",0,49,"F",101687.97,"",2,"46-50",630,22
"C14793",0,27,"F",556517.97,"",9,"26-30",558,30
"C14794",0,50,"F",212286.13,"",5,"46-50",745,5
"C14795",0,28,"F",212936.6,"",12,"26-30",577,5
"C14796",0,47,"F",226789,"SELF-EMP",5,"46-50",982,27
"C14797",0,41,"F",226789,"",18,"41-45",860,10
"C14798",0,25,"F",226789,"",15,"<25",699,29
"C14799",0,27,"F",226789,"",10,"26-30",882,23
"C148",0,44,"F",13497.03,"PROF",27,"41-45",211,1
"C1480",0,31,"M",74340.87,"SAL",10,"31-35",338,28
"C14800",0,35,"F",503037.71,"SELF-EMP",11,"31-35",166,0
"C14801",0,38,"F",85320.93,"PROF",0,"36-40",361,14
"C14802",0,29,"F",630720.72,"SELF-EMP",16,"26-30",537,0
"C14803",0,27,"F",118721.9,"SELF-EMP",17,"26-30",897,24
"C14804",0,27,"F",200983.76,"",7,"26-30",281,1
"C14805",0,27,"F",33818.18,"",14,"26-30",415,14
"C14806",0,27,"F",166004.28,"",3,"26-30",151,13
"C14807",0,31,"F",553003.56,"",8,"31-35",331,24
"C14808",0,30,"F",53178,"",1,"26-30",321,1
"C14809",0,47,"F",137774.9,"PROF",1,"46-50",282,27
"C1481",0,32,"M",59713.88,"SAL",4,"31-35",655,24
"C14810",0,54,"F",13523.56,"",19,">50",491,24
"C14811",0,54,"F",140578.5,"",5,">50",629,27
"C14812",0,41,"F",105072.34,"SELF-EMP",18,"41-45",595,5
"C14813",0,25,"F",98731.44,"PROF",0,"<25",648,17
"C14814",0,25,"F",70226.82,"SELF-EMP",20,"<25",817,2
"C14815",0,21,"F",226789,"SELF-EMP",5,"<25",846,5
"C14816",0,48,"F",245500,"SELF-EMP",18,"46-50",380,20
"C14817",0,48,"F",230738.52,"SELF-EMP",6,"46-50",782,16
"C14818",0,46,"F",245500,"PROF",9,"46-50",629,23
"C14819",0,32,"F",96016.08,"PROF",9,"31-35",573,21
"C1482",0,35,"M",75725.08,"SAL",5,"31-35",595,14
"C14820",0,53,"F",15776.59,"PROF",2,">50",886,29
"C14821",0,37,"F",2671.15,"PROF",7,"36-40",881,22
"C14822",0,44,"F",42680.35,"SELF-EMP",5,"41-45",342,7
"C14823",0,28,"F",79253.26,"SELF-EMP",20,"26-30",333,5
"C14824",0,48,"F",65992.16,"SELF-EMP",15,"46-50",278,22
"C14825",0,43,"F",151519.6,"SELF-EMP",7,"41-45",226,13
"C14826",0,30,"F",241301.72,"SELF-EMP",8,"26-30",419,20
"C14827",0,25,"F",245500,"SELF-EMP",7,"<25",894,3
"C14828",0,26,"F",245500,"SELF-EMP",4,"26-30",271,22
"C14829",0,39,"F",245500,"SENP",13,"36-40",468,15
"C1483",0,32,"M",27502.53,"SAL",2,"31-35",265,25
"C14830",0,24,"F",592112.23,"SENP",3,"<25",134,18
"C14831",0,24,"F",245500,"SENP",1,"<25",299,24
"C14832",0,21,"F",149996.1,"SENP",4,"<25",481,15
"C14833",0,21,"F",195223.64,"SENP",15,"<25",939,20
"C14834",0,23,"F",48953.01,"SENP",18,"<25",531,8
"C14835",0,23,"F",211906.9,"",19,"<25",364,28
"C14836",0,41,"F",245500,"",17,"41-45",690,26
"C14837",0,24,"F",245500,"",15,"<25",567,27
"C14838",0,24,"F",99170.98,"",10,"<25",186,11
"C14839",0,21,"F",144065.81,"PROF",7,"<25",108,3
"C1484",0,44,"M",12379.99,"SAL",30,"41-45",556,8
"C14840",0,22,"F",124930.8,"PROF",11,"<25",786,4
"C14841",0,23,"F",245500,"PROF",4,"<25",279,31
"C14842",0,23,"F",50044.41,"PROF",20,"<25",820,1
"C14843",0,30,"F",181136.66,"SENP",19,"26-30",762,2
"C14844",0,45,"F",245500,"SENP",3,"41-45",901,1
"C14845",0,36,"F",120636.57,"SENP",6,"36-40",710,14
"C14846",0,39,"F",47039.05,"SENP",13,"36-40",116,0
"C14847",0,39,"F",52535.49,"SENP",17,"36-40",161,7
"C14848",0,43,"F",36320.53,"SENP",5,"41-45",327,6
"C14849",0,34,"F",245500,"SENP",9,"31-35",931,6
"C1485",0,29,"M",35427.17,"SAL",19,"26-30",841,8
"C14850",0,30,"F",86079.8,"PROF",16,"26-30",903,18
"C14851",0,49,"F",109885.65,"PROF",5,"46-50",471,1
"C14852",0,51,"F",237353.98,"PROF",12,">50",530,19
"C14853",0,28,"F",514951.75,"PROF",9,"26-30",749,22
"C14854",0,37,"F",78749.18,"SENP",6,"36-40",286,27
"C14855",0,42,"F",190817.48,"SENP",12,"41-45",184,12
"C14856",0,21,"F",159684.28,"SENP",13,"<25",755,12
"C14857",0,44,"F",18715.55,"SENP",18,"41-45",137,19
"C14858",0,26,"F",245500,"SENP",12,"26-30",495,21
"C14859",0,29,"F",592694.23,"",13,"26-30",600,23
"C1486",0,24,"M",33556.95,"SAL",46,"<25",787,12
"C14860",0,44,"F",36271.68,"",20,"41-45",892,27
"C14861",0,42,"F",581375.77,"",10,"41-45",119,4
"C14862",0,47,"F",66080.06,"SENP",16,"46-50",989,18
"C14863",0,46,"F",34483.74,"PROF",14,"46-50",150,1
"C14864",0,24,"F",193722.43,"PROF",19,"<25",788,2
"C14865",0,53,"F",846854.82,"",8,">50",414,0
"C14866",0,35,"F",525262.93,"",17,"31-35",787,19
"C14867",0,32,"F",535381.26,"",4,"31-35",727,23
"C14868",0,30,"F",245500,"",9,"26-30",767,30
"C14869",0,53,"F",245500,"SENP",5,">50",984,18
"C1487",0,46,"M",45218.31,"SAL",38,"46-50",513,23
"C14870",0,35,"F",658637.05,"",11,"31-35",145,21
"C14871",0,34,"F",245500,"",11,"31-35",473,23
"C14872",0,32,"F",661836.51,"",13,"31-35",276,4
"C14873",0,28,"F",528539.57,"SENP",19,"26-30",638,9
"C14874",0,51,"F",245500,"PROF",16,">50",692,4
"C14875",0,29,"F",245500,"",15,"26-30",943,17
"C14876",0,28,"F",567410.81,"SENP",5,"26-30",742,15
"C14877",0,43,"F",30178.61,"",4,"41-45",938,21
"C14878",0,44,"F",245500,"PROF",10,"41-45",107,5
"C14879",0,49,"F",103541.62,"SAL",17,"46-50",995,6
"C1488",0,31,"M",205008.56,"SAL",40,"31-35",582,21
"C14880",0,29,"F",91424.49,"PROF",9,"26-30",485,18
"C14881",0,39,"F",547747.65,"",0,"36-40",554,28
"C14882",0,40,"F",7058.14,"",7,"36-40",450,2
"C14883",0,43,"F",243133.22,"",6,"41-45",547,22
"C14884",0,34,"F",93410.72,"PROF",7,"31-35",139,5
"C14885",0,31,"F",86486.6,"",5,"31-35",768,27
"C14886",0,52,"F",13882.04,"",19,">50",545,8
"C14887",0,25,"F",245500,"",7,"<25",153,9
"C14888",0,40,"F",125348.04,"SENP",10,"36-40",719,20
"C14889",0,33,"F",40010.31,"PROF",14,"31-35",346,24
"C1489",0,49,"M",11499.43,"SAL",23,"46-50",254,19
"C14890",0,51,"F",71940.92,"",6,">50",873,19
"C14891",0,53,"F",245500,"PROF",3,">50",674,11
"C14892",0,33,"F",8657.84,"PROF",7,"31-35",826,0
"C14893",0,28,"F",559383.46,"",3,"26-30",151,8
"C14894",0,38,"F",108253.2,"",17,"36-40",758,7
"C14895",0,49,"F",211256.3,"",11,"46-50",766,3
"C14896",0,30,"F",15522.84,"",12,"26-30",347,30
"C14897",0,31,"F",105612.36,"PROF",10,"31-35",894,22
"C14898",0,50,"F",245500,"",16,"46-50",654,8
"C14899",0,31,"F",245500,"",12,"31-35",650,17
"C149",0,54,"F",4621.28,"SAL",31,">50",678,16
"C1490",0,28,"M",132384.5,"SAL",12,"26-30",611,9
"C14900",0,55,"F",29729.64,"",5,">50",699,7
"C14901",0,47,"F",245500,"SENP",12,"46-50",588,30
"C14902",0,52,"F",130221.67,"SENP",3,">50",243,7
"C14903",0,52,"F",175503.8,"PROF",9,">50",396,8
"C14904",0,37,"F",536088.25,"PROF",14,"36-40",548,14
"C14905",0,39,"F",70759.25,"",8,"36-40",890,26
"C14906",0,23,"F",47867.56,"SAL",15,"<25",807,8
"C14907",0,23,"F",106706.82,"",15,"<25",428,6
"C14908",0,29,"F",501360.76,"PROF",8,"26-30",174,23
"C14909",0,27,"F",245500,"SENP",5,"26-30",502,21
"C1491",0,47,"M",90778.3,"SAL",21,"46-50",444,1
"C14910",0,42,"F",9858.87,"SAL",8,"41-45",203,14
"C14911",0,49,"F",73178.95,"SENP",3,"46-50",444,22
"C14912",0,21,"F",245500,"SENP",4,"<25",424,3
"C14913",0,25,"F",159725.22,"",8,"<25",802,14
"C14914",0,31,"F",16420.16,"",2,"31-35",983,17
"C14915",0,30,"F",78829.63,"",12,"26-30",426,6
"C14916",0,46,"F",245500,"PROF",15,"46-50",907,28
"C14917",0,51,"F",84008.91,"",1,">50",961,9
"C14918",0,21,"F",50110.53,"SENP",16,"<25",886,21
"C14919",0,24,"M",549372.39,"PROF",2,"<25",230,23
"C1492",0,47,"M",177544.89,"SAL",31,"46-50",817,30
"C14920",0,41,"M",127993.73,"PROF",0,"41-45",170,24
"C14921",0,28,"M",242672.93,"PROF",5,"26-30",379,6
"C14922",0,31,"M",532715.1,"",6,"31-35",266,16
"C14923",0,30,"M",85510.24,"",11,"26-30",518,15
"C14924",0,36,"M",175916.74,"PROF",4,"36-40",106,5
